customer_id,first_name,age,account_balance,is_premium,country,signup_date,subscription_tier
4795,IFguCGV7,72,34979.08,False,Australia,2023-07-20T00:00:00,Free
9210,S7wN1SkC,65,48529.64,True,Germany,2024-12-18T00:00:00,Free
5198,UfnVrGmk,31,47903.15,True,Germany,2023-08-24T00:00:00,Basic
1933,DBBkhvuT,59,35828.37,True,USA,2024-05-02T00:00:00,Enterprise
3480,A5m3MJQv,28,18433.7,True,Canada,2023-09-20T00:00:00,Premium
8900,2KpLcBTG,56,36848.76,False,Canada,2024-12-27T00:00:00,Premium
1727,SbSxG1Rx,68,46379.98,True,Canada,2023-07-27T00:00:00,Enterprise
1656,c4JMcMzj,30,22259.94,False,Canada,2023-02-10T00:00:00,Free
5277,A0BG8don,58,11221.97,True,Australia,2024-09-23T00:00:00,Premium
6121,Sgr3ImCC,57,36583.55,True,Australia,2023-05-31T00:00:00,Basic
2067,2IMZjJud,19,23083.4,True,Canada,2024-04-01T00:00:00,Free
9973,Gzyqe7ot,52,28222.66,False,UK,2022-01-30T00:00:00,Free
7695,lx8HbtJM,38,35022.13,False,USA,2023-09-25T00:00:00,Basic
9913,IqDduSBF,35,48996.36,True,Germany,2024-12-13T00:00:00,Premium
8566,Ixn3HUQD,54,37889.24,False,Canada,2022-05-27T00:00:00,Premium
2707,0M98vYoW,54,21673.7,False,Canada,2024-07-23T00:00:00,Enterprise
1271,c7DZGlFN,22,44448.09,True,Germany,2023-12-26T00:00:00,Free
9637,WVleA0Rs,60,35574.71,False,Australia,2024-11-18T00:00:00,Basic
8215,CPTB6DHY,73,47319.71,False,UK,2023-11-24T00:00:00,Basic
4946,Ze87IW63,29,46282.88,False,USA,2024-02-04T00:00:00,Premium
2252,94XZuj9e,37,12804.88,True,Canada,2024-12-14T00:00:00,Free
8917,WbnAIi6d,36,13592.94,True,USA,2022-10-30T00:00:00,Premium
3637,cLX0kv5M,23,18614.13,False,Germany,2022-10-10T00:00:00,Premium
8893,DNV1gfbd,33,18622.62,True,UK,2024-08-29T00:00:00,Free
6030,dE7xDpM3,28,1600.9,True,UK,2022-12-07T00:00:00,Premium
2525,dZc4pQQV,45,39172.45,False,Australia,2023-08-05T00:00:00,Basic
5086,KGptd4rM,42,658.41,True,USA,2022-11-19T00:00:00,Enterprise
8359,H6myzs7e,65,33895.96,True,Australia,2022-02-26T00:00:00,Premium
1945,QOpn6Z97,28,27809.86,False,USA,2023-05-03T00:00:00,Enterprise
7947,SRywwYpf,48,18665.83,True,Germany,2023-12-23T00:00:00,Basic
5461,vWWhyXRX,59,28738.43,False,Australia,2022-07-22T00:00:00,Free
6038,hP3wWhci,18,23535.46,True,UK,2024-07-17T00:00:00,Free
3442,WE2uWUFq,66,4536.23,False,Australia,2024-03-04T00:00:00,Enterprise
4513,E7dy4Kah,36,37565.38,False,Australia,2023-11-08T00:00:00,Free
2179,5vstT9Qe,31,41188.74,False,USA,2024-08-13T00:00:00,Basic
4536,oNYILsJN,54,37176.04,True,USA,2023-08-20T00:00:00,Enterprise
8869,DHSQddii,31,24953.35,True,Canada,2024-12-08T00:00:00,Free
8890,zxUNAN9I,62,27316.91,True,Australia,2022-12-17T00:00:00,Enterprise
5438,QFlatlJI,36,25831.22,True,Germany,2022-09-03T00:00:00,Enterprise
3897,YWgVVYTb,54,32206.29,False,Germany,2023-11-17T00:00:00,Enterprise
2403,51AtZZG7,63,29432.58,False,Germany,2024-05-10T00:00:00,Basic
6188,nmtaBOTT,59,41801.99,False,Canada,2023-03-05T00:00:00,Free
9674,t8LiYBPN,43,49926.79,False,Canada,2022-07-30T00:00:00,Premium
5255,vY8HFDTS,56,48485.23,True,Australia,2023-09-07T00:00:00,Enterprise
2702,0cWu7rVa,21,1995.85,False,Germany,2023-10-08T00:00:00,Free
1671,f82cR0ch,27,29496.12,True,Germany,2022-01-19T00:00:00,Premium
4954,Y7F3s4NO,57,17439.3,False,UK,2023-07-01T00:00:00,Basic
2167,FuVl2ebM,20,6109.43,False,USA,2023-05-11T00:00:00,Premium
5610,0NwnZzEz,42,19194.36,True,USA,2024-10-20T00:00:00,Basic
5565,e6YKmx5q,51,41946.86,True,USA,2023-11-22T00:00:00,Enterprise
5577,CxuXrQZj,27,12040.8,False,UK,2024-01-18T00:00:00,Free
5838,iz7pURgD,39,16193.89,True,Canada,2023-04-29T00:00:00,Free
1504,XYIsGXv2,45,48163.57,False,USA,2023-05-31T00:00:00,Free
8828,U22T2g8w,44,44074.0,True,Australia,2023-02-20T00:00:00,Free
4241,zahogdqw,19,7410.65,False,Germany,2022-10-28T00:00:00,Basic
8015,wubEaDOD,45,13056.68,True,UK,2023-04-26T00:00:00,Enterprise
9609,r7BPChKB,26,2063.7,True,Germany,2024-09-06T00:00:00,Free
6502,KKfaZVJR,57,1286.88,True,UK,2023-01-28T00:00:00,Free
5417,mFf4QA0x,27,38811.98,False,USA,2023-06-23T00:00:00,Basic
9084,Y93OteIR,64,34500.57,False,UK,2022-03-13T00:00:00,Enterprise
3958,pc4t7df3,73,49608.61,False,Canada,2022-04-18T00:00:00,Premium
9873,BJNYkRZ3,53,282.61,False,UK,2024-07-30T00:00:00,Basic
4181,r1Tyi152,35,16445.62,False,USA,2023-11-14T00:00:00,Free
1946,qAIxmxX6,21,45628.79,True,UK,2024-08-18T00:00:00,Enterprise
2998,tmc7aS0O,55,16361.04,False,UK,2023-07-29T00:00:00,Free
2220,mhpXM18z,19,14208.64,False,Germany,2024-06-10T00:00:00,Premium
9525,0CBlgaSJ,51,23022.84,False,Canada,2024-07-06T00:00:00,Free
1225,AX0ofipu,24,47035.99,True,UK,2023-02-27T00:00:00,Free
3921,RZflSIw8,45,1627.28,True,USA,2022-09-03T00:00:00,Premium
9024,TgMktk1I,44,20084.69,True,UK,2022-01-09T00:00:00,Free
6978,CgLOMojt,21,22262.69,True,Canada,2022-05-23T00:00:00,Premium
2286,iuYTSiqr,41,2879.09,True,UK,2023-08-17T00:00:00,Free
7853,rhdWRvrU,51,2201.8,True,Australia,2022-07-01T00:00:00,Enterprise
4981,eunXZ3yX,45,40726.21,True,Germany,2023-12-12T00:00:00,Basic
9085,aygh0e5j,37,7395.92,False,USA,2024-09-09T00:00:00,Enterprise
3770,P8MdlKkm,45,34754.34,True,UK,2022-09-06T00:00:00,Premium
7907,va1yp08A,31,19666.87,False,Germany,2023-12-23T00:00:00,Free
1037,wTdr6kXq,25,46585.1,False,Germany,2024-06-06T00:00:00,Free
2375,hM6LWn5d,25,13506.56,True,USA,2023-02-22T00:00:00,Premium
2315,IzbbRgEF,46,10826.86,True,Canada,2024-04-01T00:00:00,Premium
1827,4F6HEn3y,30,6965.3,True,UK,2023-11-25T00:00:00,Enterprise
5318,kSyfiGPG,26,31368.39,False,Canada,2022-07-31T00:00:00,Basic
6831,4YG4Km3y,72,22926.51,False,USA,2022-06-09T00:00:00,Free
6294,BIxXBp1Z,61,18384.03,False,Canada,2023-08-10T00:00:00,Free
1176,uqNtOCbC,75,40491.87,False,Australia,2023-09-11T00:00:00,Premium
6851,dz9ADyE8,36,44886.56,False,Australia,2024-07-06T00:00:00,Enterprise
4718,xaEU3hVP,48,11821.37,True,Australia,2022-07-07T00:00:00,Basic
1964,hh0R1iB3,44,29548.43,True,Australia,2022-03-13T00:00:00,Basic
1544,u6caQG1Y,56,30529.69,False,Germany,2022-10-23T00:00:00,Enterprise
7294,EeJ1uuEb,67,34844.35,False,USA,2023-03-26T00:00:00,Free
1630,bydAJNgz,60,7384.62,False,USA,2022-10-09T00:00:00,Basic
4738,Gmmf5K9M,72,6080.14,True,UK,2022-03-01T00:00:00,Premium
7070,z1skGML7,73,26726.95,False,Australia,2022-09-10T00:00:00,Free
5956,h0odzj3H,72,18216.85,True,Germany,2023-09-02T00:00:00,Basic
5481,u6Rv7kLq,40,49715.09,False,Germany,2022-04-25T00:00:00,Enterprise
2445,MiJXystH,30,43514.29,False,USA,2022-04-10T00:00:00,Premium
7598,uDQ3aSu8,66,7483.47,False,Germany,2022-05-01T00:00:00,Basic
6377,WfVRGVWB,33,12940.62,False,Canada,2023-09-25T00:00:00,Basic
5213,20Mg5iTH,50,19764.33,True,Australia,2024-12-13T00:00:00,Enterprise
7742,TL0i0law,51,20379.8,False,Australia,2024-11-27T00:00:00,Enterprise
4946,chLMRsSc,50,21794.19,True,USA,2023-02-06T00:00:00,Enterprise
7843,s7TvHwf5,25,47606.72,True,Germany,2022-11-12T00:00:00,Premium
9498,JXmukqFz,44,18896.3,True,Germany,2022-03-13T00:00:00,Free
8749,n93tRv4c,66,16165.89,True,Canada,2023-01-28T00:00:00,Basic
8994,bTOUr9Ki,46,9627.63,False,UK,2024-07-20T00:00:00,Premium
1818,qn1Puntx,26,40131.33,True,Australia,2023-04-27T00:00:00,Enterprise
6093,499gacGn,37,32548.22,False,UK,2022-06-24T00:00:00,Premium
8069,W7ubqFpF,53,41703.79,False,Australia,2024-07-19T00:00:00,Free
3727,twYctGxZ,36,25505.13,False,Germany,2023-10-21T00:00:00,Enterprise
5515,1HXyCHUW,27,43215.58,True,USA,2024-05-15T00:00:00,Enterprise
7867,gxXCmJ02,44,1581.54,False,Germany,2023-03-15T00:00:00,Premium
5087,jogInbcg,57,42699.31,False,Germany,2024-11-21T00:00:00,Premium
4661,OYmEYtUB,71,23307.78,True,UK,2024-03-30T00:00:00,Enterprise
1396,egyQeHfl,53,521.47,False,UK,2024-07-11T00:00:00,Enterprise
3119,TbpWBdur,31,25164.32,False,Canada,2024-10-14T00:00:00,Basic
5292,o6ajmPiT,67,22726.06,True,Canada,2024-04-10T00:00:00,Free
5745,IfdaISc4,74,816.99,True,Germany,2023-12-23T00:00:00,Enterprise
3315,vMokc5Z0,19,30877.42,False,Canada,2022-12-01T00:00:00,Enterprise
1267,lbJHEdy9,26,32755.26,False,Germany,2022-06-23T00:00:00,Free
4898,PufUMAQq,34,7233.76,True,Canada,2024-01-11T00:00:00,Enterprise
4710,LSjLOCYy,45,10538.57,True,USA,2024-07-13T00:00:00,Enterprise
7228,GHS5Ak8Q,39,38759.06,True,USA,2022-04-30T00:00:00,Premium
7552,NmgnDwHV,68,16480.07,False,Australia,2022-09-14T00:00:00,Free
2685,06AcPgv9,74,31290.7,True,Germany,2022-01-24T00:00:00,Premium
9467,L5ZL9ooO,44,44302.9,True,UK,2023-08-13T00:00:00,Basic
3423,srfW4VCp,50,28314.49,True,USA,2022-06-02T00:00:00,Free
9459,QWK2V8O2,23,13882.05,False,USA,2023-06-22T00:00:00,Free
6448,dItqbqv3,51,21079.7,True,Germany,2022-10-29T00:00:00,Free
9909,QsklUeDH,51,11844.3,False,Germany,2024-07-31T00:00:00,Free
9752,RpGu4uHn,32,38121.29,False,Canada,2024-01-20T00:00:00,Enterprise
1921,RYCkFFZY,23,36228.85,False,Germany,2024-08-12T00:00:00,Basic
9791,vdiqQPW8,57,25399.12,True,USA,2024-09-30T00:00:00,Enterprise
3947,k8Ygxi9W,24,15318.47,True,Canada,2024-10-30T00:00:00,Basic
7996,owOaFFs6,75,33496.36,False,Australia,2022-12-26T00:00:00,Free
5919,zAU5dwcb,23,22586.11,False,UK,2024-10-12T00:00:00,Free
3308,WJfZIar1,29,2744.32,True,Canada,2023-09-18T00:00:00,Premium
9753,eSISge2f,63,27394.75,True,Australia,2023-10-11T00:00:00,Free
1270,urnowEAi,23,8603.46,True,UK,2023-07-26T00:00:00,Basic
6603,KIyWnJtW,46,28625.38,True,Canada,2024-04-26T00:00:00,Enterprise
8137,MN28mfCN,59,11865.04,False,Australia,2022-07-08T00:00:00,Premium
7829,ob9DCbw4,60,45260.43,False,Canada,2023-01-01T00:00:00,Enterprise
8589,alziqOdE,28,40341.99,False,Germany,2023-12-31T00:00:00,Premium
7387,G9NVmPDX,45,16537.56,False,Canada,2024-03-15T00:00:00,Enterprise
5941,ZBSf75rQ,49,38358.47,False,USA,2024-03-04T00:00:00,Premium
4221,oR7yoYLC,68,29842.12,False,Australia,2023-12-21T00:00:00,Enterprise
6740,1NaMu6xo,37,7591.95,False,USA,2022-09-10T00:00:00,Basic
3053,iEV3V5Nw,34,21181.68,True,UK,2022-08-18T00:00:00,Enterprise
2941,a75iug0E,73,3290.06,True,Germany,2022-08-25T00:00:00,Premium
7597,8cqrRWdu,65,21287.6,True,USA,2022-04-13T00:00:00,Enterprise
7071,DzTXWzBK,53,35520.56,False,Australia,2024-07-30T00:00:00,Basic
4248,3mg99pu4,74,46477.71,False,Germany,2023-07-21T00:00:00,Basic
5471,O2W8oVqt,57,2093.74,True,Australia,2023-01-09T00:00:00,Basic
3585,NfHgm0qJ,30,30506.75,False,Canada,2022-01-26T00:00:00,Premium
3478,duSQJJYg,45,17722.51,True,UK,2022-02-02T00:00:00,Premium
6489,CQqXhrvn,20,36516.7,True,Australia,2024-06-02T00:00:00,Enterprise
5593,RLX192Py,51,37606.43,False,USA,2022-09-23T00:00:00,Enterprise
8485,V0mE74TI,35,9353.99,False,USA,2023-07-29T00:00:00,Premium
5017,iIxnO9Cw,28,3123.66,True,Australia,2022-04-26T00:00:00,Free
9773,Qe6ZOXdV,52,31554.76,False,Australia,2022-10-04T00:00:00,Free
7946,15CesJ3y,58,1596.5,True,Germany,2023-04-12T00:00:00,Enterprise
5429,MFBVZlzA,44,5488.43,False,USA,2023-01-31T00:00:00,Premium
5520,1KvDWMCi,66,43630.02,False,USA,2023-05-22T00:00:00,Basic
6425,f79d5tq6,70,27865.28,False,Australia,2022-12-22T00:00:00,Enterprise
6178,czojr23I,59,39606.06,True,Canada,2023-01-26T00:00:00,Enterprise
9002,lTSbwcyz,32,36375.66,False,Canada,2022-06-11T00:00:00,Enterprise
7246,NwT2fuiQ,23,30497.6,True,UK,2022-11-12T00:00:00,Premium
1110,8TMrXI4T,36,8771.26,False,USA,2022-02-04T00:00:00,Premium
5215,pVBnSaFQ,44,22250.03,False,Canada,2022-06-01T00:00:00,Premium
9887,AYQm8hb3,53,25962.68,False,USA,2022-02-01T00:00:00,Basic
8812,9LY9Pxlf,43,206.53,True,Australia,2023-09-02T00:00:00,Basic
1497,PJLtGC2I,54,2707.5,False,UK,2024-08-15T00:00:00,Free
3497,R2mVe5Ic,62,40444.33,True,Germany,2024-08-13T00:00:00,Free
1980,VC0HG23h,24,9221.47,False,UK,2024-07-25T00:00:00,Premium
4150,Iy0iuES3,55,18385.41,True,UK,2022-05-10T00:00:00,Enterprise
1219,ZTAdRvgX,74,41093.13,False,Germany,2023-10-26T00:00:00,Premium
2820,0do0s1MB,69,35349.82,False,USA,2023-02-09T00:00:00,Basic
6260,5BlIskoa,45,48880.63,True,USA,2023-11-01T00:00:00,Basic
2277,gKTRuCbD,50,13319.1,True,USA,2023-08-02T00:00:00,Free
6246,KwvVFeqn,61,32128.44,False,Australia,2022-03-01T00:00:00,Free
8539,APLG7ONq,58,36195.77,True,Germany,2024-02-01T00:00:00,Basic
6839,RWbkH5N7,70,16259.2,True,USA,2023-04-07T00:00:00,Enterprise
1497,nTmNJSCQ,41,19733.31,True,Australia,2023-01-28T00:00:00,Basic
4185,2kTpe8ON,67,9266.66,True,Germany,2022-02-10T00:00:00,Free
4207,saoikzhz,26,46580.61,False,Canada,2022-02-17T00:00:00,Free
8386,JNl6w92p,43,48608.61,False,USA,2024-04-10T00:00:00,Basic
4172,2MClNYut,52,40181.55,False,Australia,2023-10-29T00:00:00,Basic
4739,tfRBe3uZ,55,11201.76,True,UK,2024-12-29T00:00:00,Free
9013,RJhGXxZ3,65,45475.76,True,Germany,2022-09-17T00:00:00,Basic
8591,lP5rPyUF,67,33118.2,False,UK,2022-06-25T00:00:00,Enterprise
5812,eogILiiN,32,35991.0,False,UK,2023-05-18T00:00:00,Premium
7523,WXdjAsRc,43,44704.33,True,Germany,2024-06-09T00:00:00,Premium
1287,XYKPnAr6,51,10858.1,True,Germany,2022-05-27T00:00:00,Basic
9846,NoYqxxkW,52,40401.11,True,USA,2024-08-10T00:00:00,Enterprise
5712,w8adigil,48,34204.76,False,USA,2024-12-01T00:00:00,Premium
3291,QRUCXnEK,54,47525.88,False,Australia,2022-08-12T00:00:00,Premium
2641,0qqf0gj6,25,33268.83,False,Australia,2023-10-12T00:00:00,Enterprise
2499,9XXf6AcO,24,48051.52,True,Germany,2022-01-09T00:00:00,Enterprise
1898,Cd7wWZjX,63,47826.33,False,UK,2024-08-26T00:00:00,Premium
3912,KGCPHdur,71,18215.43,True,Australia,2024-03-27T00:00:00,Free
1800,l0qGiztN,58,38770.68,True,Canada,2024-01-15T00:00:00,Basic
2190,gOy8G4iX,24,15212.59,False,USA,2023-10-10T00:00:00,Basic
2105,t7MGvKwE,49,47745.18,True,Australia,2024-10-28T00:00:00,Free
7438,NsVJCTeu,61,34204.86,False,Germany,2022-05-03T00:00:00,Free
4474,TRoVyEFK,68,6372.2,False,USA,2022-12-08T00:00:00,Basic
9029,shrWRJbe,52,30502.91,False,USA,2022-03-23T00:00:00,Enterprise
3713,OTp0ieQe,37,13924.17,False,Australia,2024-10-25T00:00:00,Premium
2543,JPBuxdgP,33,8944.09,False,Australia,2023-08-19T00:00:00,Basic
5422,MFm9I01G,70,28755.43,False,Germany,2022-08-21T00:00:00,Basic
3637,vTtzicme,20,43618.44,True,Canada,2023-01-31T00:00:00,Basic
4745,Hp4VsZMB,34,1923.94,False,USA,2024-07-23T00:00:00,Enterprise
5071,4cF6zvaj,49,20049.04,False,Canada,2022-06-04T00:00:00,Premium
1977,L8CmO04s,48,10061.79,True,Australia,2023-01-25T00:00:00,Enterprise
5609,9WBrSNzP,26,46542.92,False,Canada,2023-09-05T00:00:00,Free
7141,dCRR3GrH,43,43745.18,False,UK,2024-09-13T00:00:00,Enterprise
1869,2wYdWwu1,70,36495.57,True,UK,2024-04-24T00:00:00,Free
8149,kylgg1z5,22,35756.91,True,Germany,2023-08-12T00:00:00,Enterprise
9888,BoCqFrRr,21,21491.77,True,Australia,2022-04-04T00:00:00,Free
5261,lOHNf6YP,60,13994.83,True,UK,2024-10-15T00:00:00,Enterprise
4405,Wgz88t3q,28,39096.34,True,Canada,2023-08-16T00:00:00,Basic
5345,CT9rA94J,34,15625.06,False,Germany,2023-09-19T00:00:00,Basic
8490,xZxfKR9G,53,40719.7,True,UK,2022-01-31T00:00:00,Basic
8764,piXZUiY6,55,48984.94,True,UK,2023-12-09T00:00:00,Basic
6848,U7yf9sjp,52,17976.58,True,Germany,2023-07-02T00:00:00,Enterprise
7898,PStgERR0,33,28579.24,True,Australia,2022-08-28T00:00:00,Free
3864,11rkZ4jH,37,8894.51,True,Australia,2022-10-07T00:00:00,Basic
7635,j5BjTAOU,32,6908.61,False,Canada,2023-11-30T00:00:00,Basic
2876,ABQyiqxb,37,34667.82,True,Canada,2022-09-04T00:00:00,Basic
6032,RoHuLQes,59,30640.85,False,Canada,2024-10-10T00:00:00,Premium
2486,v8JMIoey,60,26932.32,False,Germany,2024-05-06T00:00:00,Premium
5730,4Xo9q7Pk,30,46175.82,False,Germany,2023-04-25T00:00:00,Free
5262,XiajAmnK,47,37490.34,True,Canada,2022-12-22T00:00:00,Enterprise
6770,KizvqTMy,75,12656.44,False,Australia,2023-11-24T00:00:00,Basic
4050,TgZCyAea,71,21192.6,False,Canada,2022-10-14T00:00:00,Free
2254,nBnkirL6,38,9977.58,False,USA,2023-09-23T00:00:00,Premium
5357,PvOnmb7H,66,23150.08,False,Germany,2023-06-07T00:00:00,Basic
2139,kaJJ8PeP,27,31057.25,True,Australia,2022-09-04T00:00:00,Enterprise
2633,mbOajWtR,26,38135.6,True,Australia,2024-11-21T00:00:00,Premium
6818,PxFdIuXV,33,46462.64,True,Australia,2023-11-17T00:00:00,Free
3692,rntEAvdJ,41,25275.58,False,Australia,2023-07-16T00:00:00,Free
2445,bi5lPpCq,61,28234.57,False,Canada,2024-11-13T00:00:00,Free
4749,DOWMUkJW,41,48990.87,True,UK,2024-12-08T00:00:00,Basic
3911,qIRuJ8X1,67,485.04,False,Germany,2023-05-18T00:00:00,Premium
5426,UBZpOFa1,56,42586.56,False,Germany,2023-10-03T00:00:00,Basic
6111,fXTfIG9l,43,28668.06,True,UK,2022-04-02T00:00:00,Premium
1376,G8V28wSC,27,25824.54,True,Australia,2022-07-26T00:00:00,Basic
6418,vxo84nMY,62,10787.94,False,Australia,2024-04-08T00:00:00,Free
2018,lvYstIWq,59,15603.86,True,Australia,2023-11-30T00:00:00,Premium
7947,hSuCBcOe,31,29692.17,True,Australia,2024-12-15T00:00:00,Premium
2015,OLVVZVAn,61,40392.91,False,Australia,2024-04-02T00:00:00,Free
5548,IefyPtEh,66,44525.86,False,USA,2022-07-29T00:00:00,Basic
3024,6sCrsQVo,55,30451.31,False,UK,2022-01-22T00:00:00,Premium
3060,kBESU01M,21,41126.59,False,UK,2023-01-20T00:00:00,Enterprise
5073,YlahLHS7,33,35115.82,False,Australia,2022-09-19T00:00:00,Free
9684,JbvGBR2w,32,7749.05,True,Australia,2023-01-03T00:00:00,Premium
6346,RxFyuzU4,51,25248.28,True,Australia,2022-04-04T00:00:00,Enterprise
9644,2KalIq15,40,2129.48,True,Canada,2024-03-28T00:00:00,Enterprise
5182,vPFraawD,44,41256.9,False,UK,2023-08-06T00:00:00,Free
7621,CvkSwMbT,51,38552.22,False,Australia,2022-12-28T00:00:00,Premium
9740,vRHQIVr2,75,35324.11,False,Germany,2024-12-31T00:00:00,Basic
4017,ECGNUdxh,33,5920.98,True,Germany,2023-10-30T00:00:00,Basic
5294,MhK7WPjw,20,37724.43,False,UK,2024-02-06T00:00:00,Free
6332,1PV9olnq,31,18762.48,False,Germany,2023-07-12T00:00:00,Basic
3651,ndcZXUhd,60,30708.83,True,Canada,2023-10-29T00:00:00,Basic
2550,bN4hM1Aq,48,13985.36,False,UK,2024-10-17T00:00:00,Free
6443,lu06qzaV,42,39581.3,False,USA,2023-11-06T00:00:00,Enterprise
9630,iW7zdVIt,45,38414.39,False,Canada,2022-03-30T00:00:00,Enterprise
1681,sEc0dOc3,22,281.56,False,Australia,2024-08-15T00:00:00,Free
7028,4wuTonof,50,24271.29,False,Australia,2023-11-22T00:00:00,Premium
8519,DTTCKE7F,61,48899.56,True,UK,2023-06-25T00:00:00,Basic
9858,j0MUef5Q,35,17605.19,False,UK,2024-11-29T00:00:00,Basic
2545,SZU4B1lu,62,43007.05,True,Canada,2024-11-06T00:00:00,Basic
8870,Y6avL4Ro,49,29977.5,False,Germany,2024-11-02T00:00:00,Basic
6955,WNgsrqvF,67,8634.83,True,Australia,2023-12-20T00:00:00,Premium
1087,5K9VSz2M,69,3955.11,True,Australia,2023-04-15T00:00:00,Free
1775,dZuVx5I2,28,16367.17,True,Germany,2022-05-10T00:00:00,Free
9474,WNfcAYVf,50,20726.75,False,Australia,2022-05-10T00:00:00,Basic
9823,7nXAg7qo,41,38199.35,False,Australia,2023-08-24T00:00:00,Premium
8426,LdLNYdll,21,36407.42,False,Canada,2024-12-19T00:00:00,Premium
3257,wwbbrEfp,57,40494.85,False,Canada,2023-12-15T00:00:00,Premium
4295,ux1zlgg2,63,41852.28,True,Australia,2022-03-03T00:00:00,Free
8947,EhXdyS5S,69,39746.72,False,Australia,2023-02-18T00:00:00,Free
